fitness, generation, highest round
10.53, 1, 0
15.29, 2, 0
21.2, 3, 0
33.94, 4, 1
67.38, 5, 5
109.3, 6, 4
76.5, 7, 1
105.53, 8, 10
116.29, 9, 10
150.03, 10, 141
101.9, 11, 8
260.36, 12, 78
417.3, 13, 137
468.9, 14, 70
549.89, 15, 100
407.76, 16, 129
602.01, 17, 79
1129.85, 18, 111
474.11, 19, 76
855.52, 20, 126
469.17, 21, 59
545.9, 22, 120
449.27, 23, 81
444.64, 24, 60
616.53, 25, 176
834.77, 26, 132
421.26, 27, 100
774.19, 28, 145
722.94, 29, 115
359.32, 30, 86
