fitness, generation, highest round
10.95, 1, 0
19.63, 2, 3
25.36, 3, 3
78.59, 4, 23
61.91, 5, 8
99.19, 6, 35
135.1, 7, 32
166.99, 8, 59
283.03, 9, 40
438.46, 10, 45
223.01, 11, 26
195.08, 12, 33
282.32, 13, 54
422.67, 14, 99
322.37, 15, 81
399.12, 16, 89
257.01, 17, 55
572.5, 18, 122
497.94, 19, 87
512.6, 20, 74
447.3, 21, 80
427.6, 22, 81
291.98, 23, 36
213.59, 24, 42
313.64, 25, 42
329.88, 26, 61
339.41, 27, 53
339.43, 28, 34
306.88, 29, 34
566.82, 30, 40
